Name;Country name EN;Coordinates
Alíartos;Greece;38.36667, 23.1
Alfeioúsa;Greece;37.64019, 21.5375
Akráta;Greece;38.15469, 22.3183
Akraifnía;Greece;38.45663, 23.22093
Acharnés;Greece;38.08333, 23.73333
Aíyira;Greece;38.14846, 22.35426
Aígio;Greece;38.24861, 22.08194
Aegina;Greece;37.74667, 23.4275
Aitolikó;Greece;38.43704, 21.35358
Aigáleo;Greece;37.98333, 23.68333
Aidipsós;Greece;38.87924, 23.04691
Aiánteio;Greece;37.92135, 23.45877
Agrínio;Greece;38.62139, 21.40778
Agriá;Greece;39.34078, 23.01258
Agnanteró;Greece;39.48586, 21.84789
Afrátion;Greece;38.45212, 23.68775
Afidnés;Greece;38.20332, 23.83982
Adámas;Greece;36.72506, 24.44685
Demre;Turkey;36.24444, 29.985
Zeytinliova;Turkey;38.99118, 27.67635
Zeytindağ;Turkey;38.96722, 27.07222
Zara;Turkey;39.89778, 37.75833
Yunak;Turkey;38.81418, 31.73223
Yumurtalık;Turkey;36.76863, 35.78938
Yüksekova;Turkey;37.57362, 44.28716
Salat;Turkey;37.84172, 40.8865
Kozak;Turkey;39.25124, 27.09021
Yücebağ;Turkey;38.39367, 41.26713
Yozgat;Turkey;39.82, 34.80444
Yoncalı;Turkey;39.00913, 38.2532
Yolboyu;Turkey;37.89764, 40.00086
Yolbaşı;Turkey;37.38736, 41.3166
Yolağzı;Turkey;37.5248, 41.35308
Yıldızeli;Turkey;39.86639, 36.59889
Yiğityolu;Turkey;35.99563, 36.26004
Yiğitler;Turkey;39.8675, 26.61111
Yeşilyurt;Turkey;38.33972, 28.66444
Yeşilyurt;Turkey;38.29602, 38.24526
Yeşilyurt;Turkey;37.19324, 28.27537
Yeşilyazı;Turkey;39.33473, 39.08122
Yeşilova;Turkey;38.4095, 33.83804
Yeşilova;Turkey;37.50806, 29.75472
Yeşilli;Turkey;37.33813, 40.81739
Erzin;Turkey;36.95348, 36.19839
Yeşilhisar;Turkey;38.35232, 35.08873
Gölcük;Turkey;38.23119, 34.77671
Yeşildere;Turkey;37.15668, 33.51447
Yeşilalan;Turkey;37.46319, 40.78723
Yerköy;Turkey;39.63806, 34.46722
Yerkesik;Turkey;37.13625, 28.28403
Yenişarbademli;Turkey;37.70778, 31.38639
Yenişakran;Turkey;38.88639, 27.06694
Yenipınar;Turkey;37.84291, 41.30137
Yenipazar;Turkey;39.46361, 35.08306
Yenipazar;Turkey;37.82332, 28.19573
Yenimehmetli;Turkey;39.42, 32.16889
Yeniköy;Turkey;39.77874, 28.00299
Yeniköy;Turkey;37.88042, 41.05004
Yenicekale;Turkey;37.59874, 36.63264
Yeniköy;Turkey;37.27069, 42.42348
Didim;Turkey;37.38496, 27.25643
Yenifoça;Turkey;38.73333, 26.83333
Yenifakılı;Turkey;39.21142, 35.00036
Altpınar;Turkey;39.20417, 32.74778
Yeniceoba;Turkey;38.86972, 32.78833
Yenice;Turkey;39.93083, 27.25806
Yenice;Turkey;39.76089, 28.90729
Yenice;Turkey;37.82837, 28.57115
Yenice;Turkey;36.97744, 35.05197
Yenibaşak;Turkey;38.80414, 40.99222
Reşadiye;Turkey;38.48879, 42.53501
Yeditepe;Turkey;35.96753, 36.01452
Yedisu;Turkey;39.43277, 40.53368
Yazyurdu;Turkey;38.79926, 36.9319
Yazıhan;Turkey;38.59292, 38.17327
Yayvantepe;Turkey;37.29987, 41.52027
Yaylı;Turkey;37.2023, 40.75417
Yaylak;Turkey;37.38268, 38.33892
Yayladere;Turkey;39.22614, 40.0695
Yayladağı;Turkey;35.9025, 36.06272
Yayla;Turkey;38.63092, 40.52793
Yaygın;Turkey;38.89748, 41.30613
Yavuzeli;Turkey;37.31772, 37.56824
Yavu;Turkey;39.79202, 36.20603
Yatağan;Turkey;37.34025, 28.14279
Yarpuzlu;Turkey;38.05414, 38.5213
Yarpuz;Turkey;37.04824, 36.43066
Yarma;Turkey;37.81149, 32.88278
Yardımcı;Turkey;37.02091, 39.00533
Yarbasan;Turkey;38.98889, 28.80806
Yaprakbaşı;Turkey;37.65409, 40.54635
Yanarsu;Turkey;38.03641, 41.55227
Yamaç;Turkey;38.77623, 40.43894
Yalvaç;Turkey;38.29556, 31.17778
Yalınca;Turkey;37.85657, 43.5223
Yalıkavak;Turkey;37.10528, 27.29722
Yalıhüyük;Turkey;37.30077, 32.08548
Yalangöz;Turkey;36.5768, 36.50766
Yakapınar;Turkey;36.97342, 35.62043
Payas;Turkey;36.756, 36.21432
Yahyalı;Turkey;38.10228, 35.35704
Yahşihan;Turkey;39.85028, 33.45294
Yağcılar;Turkey;39.41712, 28.38109
Viranşehir;Turkey;37.22349, 39.75519
Varto;Turkey;39.17375, 41.45402
Van;Turkey;38.49457, 43.38323
Uzunkuyu;Turkey;38.27858, 26.54315
Uzungeçit;Turkey;37.49425, 42.99303
Cimin;Turkey;39.70947, 39.70015
Üzümlü;Turkey;37.54057, 31.6038
Yeşilüzümlü;Turkey;36.73361, 29.23333
Uşak;Turkey;38.67351, 29.4058
Urla;Turkey;38.32292, 26.76403
Ürgüp;Turkey;38.6296, 34.91199
Şanlıurfa;Turkey;37.16708, 38.79392
Umurlu;Turkey;37.85003, 27.96275
Umraniye;Turkey;39.175, 31.23444
Uluyatır;Turkey;36.96333, 37.69361
Ulukışla;Turkey;37.54776, 34.48528
Uludere;Turkey;37.44074, 42.85236
Arsuz;Turkey;36.41305, 35.89033
Uluborlu;Turkey;38.07825, 30.45019
Ulubey;Turkey;38.41987, 29.29129
Ulaş;Turkey;39.44492, 37.039
Ula;Turkey;37.10491, 28.41667
Üçtepe;Turkey;37.8257, 40.54402
Üçpınar;Turkey;37.13413, 32.26146
Üçkavak;Turkey;37.49514, 40.96866
Üçdam;Turkey;39.56308, 40.1757
Tuzlukçu;Turkey;38.47778, 31.62639
Tuzlagözü;Turkey;38.18022, 41.5687
Tutak;Turkey;39.53854, 42.76587
Tut;Turkey;37.79529, 37.9161
Turunçova;Turkey;36.36889, 30.1375
Türkoğlu;Turkey;37.38649, 36.84262
Turgutlu;Turkey;38.49533, 27.6997
Turgut;Turkey;38.62694, 31.81083
Turgut;Turkey;37.375, 28.03111
Tunceli;Turkey;39.09921, 39.54351
Sütlüce;Turkey;39.16228, 39.544
Tufanbeyli;Turkey;38.26333, 36.22056
Torbalı;Turkey;38.1519, 27.36223
Toptepe;Turkey;37.2613, 41.24858
Toprakkale;Turkey;37.06855, 36.14661
Topaklı;Turkey;39.00555, 34.82644
Pınarbaşı;Turkey;36.7034, 34.3627
Tomarza;Turkey;38.44722, 35.79917
Toklar;Turkey;38.41806, 36.015
Tire;Turkey;38.08877, 27.73508
Tercan;Turkey;39.77709, 40.37783
Tepeüstü;Turkey;37.11121, 41.38274
Tepehan;Turkey;38.11788, 38.72622
Tepecikören;Turkey;37.36135, 35.62627
Tepecik;Turkey;37.82358, 27.87496
Tepebaşı;Turkey;36.66628, 32.72214
Tepealtı;Turkey;37.09586, 41.37029
Tepe;Turkey;37.78943, 40.77161
Temelli;Turkey;39.7275, 32.35528
Tekman;Turkey;39.64111, 41.50542
Tekirova;Turkey;36.5017, 30.52723
Tefenni;Turkey;37.30968, 29.77538
Tecirli;Turkey;37.16183, 36.10978
Tavşanlı;Turkey;39.54237, 29.49866
Tavas;Turkey;37.57351, 29.07058
Tatvan;Turkey;38.49221, 42.28269
Taşucu;Turkey;36.3214, 33.88165
Taşpınar;Turkey;38.17963, 34.02499
Taşlıçay;Turkey;39.62966, 43.36878
Taşlı;Turkey;37.9876, 42.13608
Taşkent;Turkey;36.9243, 32.49131
Taşdelen;Turkey;38.8381, 38.50457
Bakırdağı;Turkey;38.21597, 35.79021
Taşağıl;Turkey;36.9224, 31.23608
Tarsus;Turkey;36.91766, 34.89277
Taraksu;Turkey;38.15416, 39.14837
Taraksu;Turkey;38.01667, 39.08333
Tanyeri;Turkey;39.61137, 39.83151
Tanır;Turkey;38.41944, 36.91222
Talas;Turkey;38.6908, 35.5538
Tahtaköprü;Turkey;39.95, 29.65
Tahir;Turkey;39.85586, 42.42834
Suvarlı;Turkey;37.53867, 37.6321
Şenocak;Turkey;37.65035, 40.69441
Sütçüler;Turkey;37.49737, 30.97727
Susurluk;Turkey;39.91361, 28.15778
Suruç;Turkey;36.97612, 38.42533
Avine;Turkey;37.57373, 40.73252
Sürgü;Turkey;38.00548, 37.9635
Sulusaray;Turkey;39.99389, 36.08404
Sülüklü;Turkey;38.88111, 32.3425
Suluçem;Turkey;39.69386, 43.81472
Sultanhisar;Turkey;37.88989, 28.15436
Sultanhanı;Turkey;38.2471, 33.54961
Sultandağı;Turkey;38.53111, 31.22806
Süleymanlı;Turkey;37.87264, 36.81714
Sulak;Turkey;37.41399, 41.96156
Sulak;Turkey;37.29508, 42.13425
Şuhut;Turkey;38.53111, 30.54583
Sorgun;Turkey;39.81012, 35.18596
Soma;Turkey;39.18554, 27.60945
Solhan;Turkey;38.96525, 41.05443
Söke;Turkey;37.7482, 27.40614
Söğütlü;Turkey;38.80019, 40.66971
Kindirip;Turkey;37.44706, 41.21976
Söğüt;Turkey;40.0143, 30.18486
Sivrihisar;Turkey;39.45037, 31.53409
Sivrice;Turkey;38.44223, 39.30938
Sivrice;Turkey;37.27696, 41.33587
Siverek;Turkey;37.75503, 39.31667
Sivaslı;Turkey;38.49944, 29.68361
Sivas;Turkey;39.74833, 37.01611
Şirvan;Turkey;38.06251, 42.02517
Tililan;Turkey;37.37428, 42.03386
Şırnak;Turkey;37.51393, 42.45432
Sındırgı;Turkey;39.24128, 28.17842
Yenice;Turkey;39.27528, 32.68028
Sincik;Turkey;38.03645, 38.61257
Sincan;Turkey;39.47167, 37.87083
Sinanpaşa;Turkey;38.74444, 30.24278
Sinanköy;Turkey;37.86166, 40.99283
Simav;Turkey;39.0882, 28.97767
Silvan;Turkey;38.13708, 41.00817
Silopi;Turkey;37.24379, 42.46345
Sille;Turkey;37.92731, 32.41995
Silifke;Turkey;36.37778, 33.93444
Siirt;Turkey;37.9293, 41.94134
Seyitgazi;Turkey;39.44472, 30.69472
Seyhan;Turkey;36.98747, 35.30592
Seydişehir;Turkey;37.41926, 31.84527
Sevinç;Turkey;39.78, 30.68889
Servi;Turkey;38.57038, 40.32004
Serinyol;Turkey;36.36139, 36.21361
Serik;Turkey;36.91694, 31.09889
Şereflikoçhisar;Turkey;38.93925, 33.5386
Yuva;Turkey;38.24476, 34.15368
Şenyurt;Turkey;37.07932, 40.64246
Şenoba;Turkey;37.46286, 42.72279
Şenköy;Turkey;37.46437, 41.19058
Şenköy;Turkey;36.04841, 36.14366
Senirkent;Turkey;38.10444, 30.54861
Şemdinli;Turkey;37.30514, 44.5742
Selimiye;Turkey;37.40035, 27.65543
Side;Turkey;36.76667, 31.38889
Selendi;Turkey;38.74444, 28.86778
Selçuk;Turkey;37.95137, 27.36849
Selçikler;Turkey;38.49837, 29.65482
Seksenören;Turkey;36.97252, 39.07484
Sekili;Turkey;36.97876, 37.67174
Seki;Turkey;36.80378, 29.65155
Şekerli;Turkey;37.5705, 39.3872
Şehit Nusretbey;Turkey;36.84667, 38.73583
Seferihisar;Turkey;38.1975, 26.83881
Şefaatlı;Turkey;39.5043, 34.7563
Savur;Turkey;37.53544, 40.87876
Savcılı;Turkey;39.22889, 33.68139
Kayacık;Turkey;38.34142, 40.61336
Savaştepe;Turkey;39.38319, 27.65612
Sason;Turkey;38.32767, 41.41377
Saruhanlı;Turkey;38.73455, 27.56811
Edremit;Turkey;38.42069, 43.25889
Şarkışla;Turkey;39.35186, 36.40976
Şarkîkaraağaç;Turkey;38.07944, 31.36639
Sarız;Turkey;38.47917, 36.49898
Sarıyahşi;Turkey;38.98349, 33.84136
Sarıveliler;Turkey;36.69705, 32.61203
Sarısu;Turkey;39.01887, 42.92092
Sarıoğlan;Turkey;39.07694, 35.96671
Sarıköy;Turkey;37.35991, 41.29933
Sarıkonak;Turkey;38.24309, 41.95933
Sarıkemer;Turkey;37.56609, 27.3643
Sarıkaya;Turkey;39.49361, 35.37694
Sarıgöl;Turkey;38.23953, 28.69663
Sarıçam;Turkey;37.15172, 35.50769
Sarıbeyler;Turkey;39.39833, 27.57722
Sarayönü;Turkey;38.26201, 32.40457
Sarayköy;Turkey;37.92448, 28.92516
Saraykent;Turkey;39.69361, 35.51111
Saray;Turkey;38.64691, 44.16116
Şaphane;Turkey;39.0273, 29.22218
Sandıklı;Turkey;38.46472, 30.26946
Sancak;Turkey;39.09222, 40.38753
Samsat;Turkey;37.58194, 38.47417
Şamlı;Turkey;39.81184, 27.84559
Şambayat;Turkey;37.68441, 38.04676
Samandağ;Turkey;36.08012, 35.97603
Salihli;Turkey;38.48258, 28.14774
Salavatlı;Turkey;37.89123, 28.10333
Sakçagöz;Turkey;37.17152, 36.91632
Saimbeyli;Turkey;37.98632, 36.09056
Sağkaya;Turkey;37.17852, 35.68843
Sağınlı;Turkey;38.05731, 42.58375
Sabuncu;Turkey;39.56131, 30.18813
Reyhanlı;Turkey;36.26791, 36.56747
Reis;Turkey;38.27139, 31.57139
Refahiye;Turkey;39.89315, 38.76607
Pütürge;Turkey;38.19923, 38.86296
Pulumer;Turkey;39.48449, 39.89532
Pozantı;Turkey;37.42778, 34.87167
Poyraz;Turkey;38.68596, 39.023
Polatlı;Turkey;39.57715, 32.14132
Pınarönü;Turkey;37.27982, 42.33469
Pınarlar;Turkey;38.87424, 39.47263
Pınardere;Turkey;37.47204, 40.83334
Pınarbaşı;Turkey;38.72285, 36.39314
Pınarbaşı;Turkey;37.21383, 41.88915
Pervari;Turkey;37.93573, 42.54927
Pertek;Turkey;38.86574, 39.32273
Akpazar;Turkey;38.84625, 39.66833
Pazaryeri;Turkey;39.99395, 29.90424
Pazarören;Turkey;38.67389, 36.15944
Pazarlar;Turkey;38.995, 29.12583
Pazarköy;Turkey;39.8532, 27.40299
Pazarcık;Turkey;37.48685, 37.29961
Payallar;Turkey;36.6016, 31.85057
Patnos;Turkey;39.22493, 42.85693
Pasinler;Turkey;39.97975, 41.66997
Pamukören;Turkey;37.92317, 28.54175
Pamukkale;Turkey;37.91644, 29.11729
Palu;Turkey;38.69135, 39.91984
Palamutlu;Turkey;37.89764, 42.20218
Özpınar;Turkey;38.00478, 42.24386
Özonak;Turkey;38.81213, 34.84096
Özdere;Turkey;38.01611, 27.12806
Özbek;Turkey;37.17812, 41.69325
Özalp;Turkey;38.65455, 43.98869
Oymataş;Turkey;37.79856, 41.02083
Oyalı;Turkey;37.22126, 41.73862
Ovakışla;Turkey;38.81733, 42.31643
Ovakent;Turkey;38.10722, 28.02111
Ovakavağı;Turkey;37.71079, 32.93482
Ovacık;Turkey;39.35259, 39.2089
Ovacık;Turkey;37.51343, 38.77933
Ovabağ;Turkey;37.70849, 39.98697
Otlukbeli;Turkey;39.97, 40.01872
Osmanpaşa;Turkey;39.62472, 34.96472
Osmaniye;Turkey;37.07417, 36.24778
Osmancalı;Turkey;38.7625, 27.25306
Ortaköy;Turkey;39.42153, 36.23403
Ortaköy;Turkey;38.73728, 34.03866
Ortaköy;Turkey;37.32783, 43.28061
Ortaköy;Turkey;37.22296, 40.78404
Ortaklar;Turkey;37.88788, 27.50234
Ortyakent Yahşi;Turkey;37.04944, 27.34833
Ortaca;Turkey;37.47417, 41.55596
Ortaca;Turkey;36.83915, 28.76457
Ortabağ;Turkey;37.39671, 42.9101
Orhaneli;Turkey;39.90333, 28.99056
Örenşehir;Turkey;38.99843, 36.64929
Örencik;Turkey;39.2625, 29.54389
Ören;Turkey;37.03609, 27.96723
Öncül;Turkey;36.71222, 39.02917
Ömerli;Turkey;37.39903, 40.95442
Ömerköy;Turkey;39.83063, 28.06682
Okçular;Turkey;37.73879, 42.43844
Oğuzeli;Turkey;36.96572, 37.51339
Oğuz;Turkey;39.5059, 38.88369
Oğuz;Turkey;37.81487, 41.37425
Oğuz;Turkey;37.17902, 40.95455
Ödemiş;Turkey;38.2278, 27.96955
Obruk;Turkey;38.18444, 33.18095
Nusaybin;Turkey;37.07028, 41.21465
Nurhak;Turkey;37.96366, 37.44047
Nurettin;Turkey;39.28104, 42.50746
Nurettin;Turkey;39.22883, 42.41832
Nizip;Turkey;37.00972, 37.79417
Niğde;Turkey;37.96583, 34.67935
Nevşehir;Turkey;38.625, 34.71222
Nazimiye;Turkey;39.17986, 39.82843
Nazilli;Turkey;37.91631, 28.32225
Demirci;Turkey;37.41269, 39.76838
Narlıdere;Turkey;38.2268, 41.89014
Narlı;Turkey;37.88449, 42.97597
Narlı;Turkey;37.39148, 37.13614
Narince;Turkey;37.88253, 38.7592
Mutki;Turkey;38.40624, 41.92018
Mut;Turkey;36.64389, 33.43885
Musabeyli;Turkey;39.83306, 34.62306
Musabeyli;Turkey;36.88639, 36.91861
Muş;Turkey;38.73163, 41.48482
Mürşitpınar;Turkey;36.903, 38.34746
Mursal;Turkey;39.16778, 37.95694
Muratlı;Turkey;36.96167, 40.10056
Murat;Turkey;39.67281, 43.23952
Muradiye;Turkey;38.98568, 43.7531
Muradiye;Turkey;38.66025, 27.33836
Güneşli;Turkey;38.90253, 35.62743
Karaova;Turkey;37.10699, 27.66578
Muğla;Turkey;37.21807, 28.3665
Mucur;Turkey;39.06147, 34.38286
Mordoğan;Turkey;38.51624, 26.62487
Elmalıdere;Turkey;39.63721, 42.31996
Mollakendi;Turkey;38.57735, 39.33292
Minare;Turkey;36.93083, 39.00444
Balveren;Turkey;37.48441, 42.54883
Milas;Turkey;37.31639, 27.78389
Mihalıçcık;Turkey;39.86594, 31.49572
Midyat;Turkey;37.41908, 41.33909
Kırmızıköprü;Turkey;39.3859, 39.82439
Mezraa;Turkey;37.65408, 43.18821
Mezitli;Turkey;36.74541, 34.52256
Meydankapı;Turkey;36.78278, 39.15833
Meydan;Turkey;38.35585, 41.76941
Söylemez;Turkey;39.76045, 41.80153
Mersin;Turkey;36.81196, 34.63886
Mermer;Turkey;38.11828, 40.44874
Mercimekkale;Turkey;38.92945, 41.50325
Meram;Turkey;37.82985, 32.46777
Menemen;Turkey;38.60754, 27.06938
Mazıdağı;Turkey;37.47801, 40.48152
Mazgirt;Turkey;39.01783, 39.60064
Marmaris;Turkey;36.855, 28.27417
Mardin;Turkey;37.31309, 40.74357
Mansurlu;Turkey;37.84853, 35.65436
Manisa;Turkey;38.61202, 27.42647
Manavgat;Turkey;36.78667, 31.44306
Mamak;Turkey;39.94044, 32.91012
Malazgirt;Turkey;39.1465, 42.53536
Malatya;Turkey;38.35018, 38.31667
Mahmutlar;Turkey;36.49463, 32.09085
Mahmudiye;Turkey;39.49778, 30.98722
Mağaralı;Turkey;36.96889, 38.07444
Kırobası;Turkey;36.7224, 33.86711
Maden;Turkey;38.38669, 39.66408
Lice;Turkey;38.45821, 40.63888
Levent;Turkey;38.43704, 37.85425
Kuzucubelen;Turkey;36.83996, 34.43765
Kuyulusebil;Turkey;38.65389, 32.52972
Kuyulu;Turkey;37.50632, 38.22534
Kuyucak;Turkey;37.9133, 28.45917
Kuyucak;Turkey;37.86306, 38.34365
Kutlubey;Turkey;37.30722, 41.17705
Kütahya;Turkey;39.42417, 29.98333
Kuşsarayı;Turkey;38.45121, 38.67912
Kuşkayası;Turkey;39.06076, 37.07929
Kuşadası;Turkey;37.86014, 27.25713
Kuruçay;Turkey;39.64024, 38.47422
Kurthasanlı;Turkey;38.32611, 32.17528
Kurtalan;Turkey;37.92533, 41.68493
Kurşunlu;Turkey;38.65328, 37.85081
Sarıkavak;Turkey;36.58127, 33.64299
Beykonak;Turkey;36.32573, 30.30302
Kumluca;Turkey;36.37028, 30.28694
Kumlu;Turkey;37.17216, 40.73568
Kumlu;Turkey;36.36353, 36.45502
Kumköy;Turkey;36.88286, 30.95178
Kumdanlı;Turkey;38.3239, 30.9764
Kumçatı;Turkey;37.47334, 42.31626
Kuluncak;Turkey;38.87656, 37.66279
Kulu;Turkey;39.09513, 33.07989
Kulp;Turkey;38.49754, 41.00668
Kula;Turkey;38.54726, 28.64976
Küçüksu;Turkey;38.43899, 42.31905
Küçükkuyu;Turkey;39.54889, 26.60528
Küçükbahçe;Turkey;38.55734, 26.39305
Kozluk;Turkey;38.19118, 41.47775
Kozan;Turkey;37.45517, 35.81573
Kozaklı;Turkey;39.22139, 34.85056
Kovancılar;Turkey;38.71882, 39.86268
Kösreli;Turkey;37.1625, 35.97834
Köşk;Turkey;37.85333, 28.05167
Köseli;Turkey;37.83879, 40.60811
Kösefakılı;Turkey;39.59386, 34.13625
Korucu;Turkey;39.47028, 27.36528
Korkuteli;Turkey;37.06498, 30.19565
Korkut;Turkey;38.7339, 41.78396
Köprüören;Turkey;39.50832, 29.76233
Köprülü;Turkey;36.7323, 32.18497
Köprüköy;Turkey;39.966, 41.86844
Köprübaşı;Turkey;38.74972, 28.40472
Konyaaltı;Turkey;36.86644, 30.63031
Konya;Turkey;37.87135, 32.48464
Konalga;Turkey;37.87214, 43.05122
Konakpınar;Turkey;39.43389, 27.83623
Konakpınar;Turkey;38.90583, 37.29694
Konaklı;Turkey;38.11278, 27.99611
Göcek;Turkey;36.75345, 28.94571
Kocatepe;Turkey;37.22922, 40.16104
Koçarlı;Turkey;37.76113, 27.70583
Kocapınar;Turkey;39.09553, 43.19616
Koçali;Turkey;37.92306, 38.25788
Kocaköy;Turkey;38.28889, 40.49786
Kocakoç;Turkey;39.11664, 39.65931
Kocahasanlı;Turkey;36.58417, 34.27359
Kocaaliler;Turkey;37.31694, 30.74
Kızılyaka;Turkey;36.98301, 29.52847
Kızıltepe;Turkey;37.18836, 40.57723
Kızılsu;Turkey;37.45402, 42.19639
Kızılören;Turkey;38.25806, 30.15167
Kızılören;Turkey;37.86847, 32.11618
Kızılkaya;Turkey;37.30361, 30.44417
Serinhisar;Turkey;37.58105, 29.26639
Kızılcasöğüt;Turkey;38.65111, 29.66611
Kızılcadağ;Turkey;37.01722, 29.96306
Kızılcabölük;Turkey;37.61191, 29.01838
Kızılağaç;Turkey;38.78019, 41.31385
Kışlak;Turkey;35.9675, 36.15749
Kırşehir;Turkey;39.14583, 34.16389
Kırkgeçit;Turkey;38.13558, 43.49387
Kırkağaç;Turkey;39.10638, 27.66925
Kırka;Turkey;39.27944, 30.52639
Kırıkkale;Turkey;39.84528, 33.50639
Kırıkhan;Turkey;36.49939, 36.35755
Kireç;Turkey;39.55517, 28.36506
Kiraz;Turkey;38.23056, 28.20444
Kınık;Turkey;39.08722, 27.38333
Kilis;Turkey;36.71611, 37.115
Kılbasan;Turkey;37.32488, 33.18634
Kılavuz;Turkey;37.48413, 41.779
Kiğı;Turkey;39.31361, 40.35028
Keskin;Turkey;39.67306, 33.61361
Kepsut;Turkey;39.68889, 28.15222
Kemerhisar;Turkey;37.82388, 34.57145
Kemer;Turkey;37.35222, 30.06306
Kemer;Turkey;36.6481, 29.3591
Kemer;Turkey;36.59778, 30.56056
Kemalpaşa;Turkey;38.42621, 27.41731
Kemaliye;Turkey;39.26288, 38.49674
Kemah;Turkey;39.59606, 39.02329
Keles;Turkey;39.91361, 29.22944
Kelekçi;Turkey;37.24073, 29.30425
Keçiborlu;Turkey;37.9425, 30.30222
Keban;Turkey;38.7938, 38.73517
Kazımkarabekir;Turkey;37.23028, 32.95889
Kazanlı;Turkey;36.81565, 34.75761
Kazancı;Turkey;37.77106, 40.6
Kazancı;Turkey;36.50188, 32.86128
Kayseri;Turkey;38.73222, 35.48528
Kaypak;Turkey;37.11487, 36.46511
Kaynar;Turkey;38.89917, 36.45417
Kaynakkaya;Turkey;37.33976, 40.93168
Kaymaz;Turkey;39.51667, 31.17972
Kaymakçı;Turkey;38.16778, 28.11528
Kayapınar;Turkey;37.93733, 40.17756
Kayapınar;Turkey;37.55762, 41.16231
Kayapa;Turkey;39.49271, 27.44547
Kayalıpınar;Turkey;37.33029, 41.22788
Salmanlı;Turkey;39.90222, 34.25472
Kayadibi;Turkey;39.47993, 36.71245
Kayabağlar;Turkey;37.98599, 41.66756
Kavaklıdere;Turkey;37.44463, 28.36276
Kavakbaşı;Turkey;38.48337, 41.81967
Kavak;Turkey;39.29205, 37.48127
Hazar;Turkey;38.3878, 39.42365
Kavacık;Turkey;39.67551, 28.49446
Kasımlar;Turkey;37.52875, 31.1927
Kaş;Turkey;36.20176, 29.63766
Karşıyaka;Turkey;38.45772, 27.1142
Aladağ;Turkey;37.5485, 35.39603
Karpuzlu;Turkey;37.55861, 27.83528
Kızılağaç;Turkey;36.73055, 31.53517
Karlıova;Turkey;39.29044, 41.00594
Karıncalı;Turkey;39.97118, 28.85894
Kargı;Turkey;36.70132, 29.07557
Karkamış;Turkey;36.83452, 37.9983
Karayün;Turkey;39.68194, 37.30528
Karayün;Turkey;37.83493, 41.11376
Karayazı;Turkey;39.69604, 42.14277
Karatoprak;Turkey;37.01385, 27.25893
Karataş;Turkey;36.58204, 35.37014
Karapınar;Turkey;37.71596, 33.55064
Karaoğlanlı;Turkey;38.52917, 27.56667
Karaoğlan;Turkey;39.22644, 39.20853
Karamanlı;Turkey;37.37301, 29.82308
Karaman;Turkey;37.18111, 33.215
Karalar;Turkey;37.2999, 41.67628
Karakoyunlu;Turkey;39.87036, 43.63014
Karaköy;Turkey;39.09101, 41.68301
Ağrı;Turkey;39.71467, 43.04015
Karaköprü;Turkey;39.31512, 41.96458
Karaköprü;Turkey;37.20361, 38.79944
Karakoçan;Turkey;38.95178, 40.02706
Karakeçili;Turkey;39.59417, 33.37778
Karakeçi;Turkey;37.45234, 39.44285
Karaisalı;Turkey;37.25667, 35.05889
Karahasanlı;Turkey;39.29693, 34.72159
Karahallı;Turkey;38.32083, 29.53028
Karadirek;Turkey;38.56834, 30.18417
Karaçoban;Turkey;39.34364, 42.09918
Karaçay;Turkey;36.13551, 36.07743
Karacaören;Turkey;39.73062, 38.11527
Karacasu;Turkey;37.72816, 28.60569
Karacaören;Turkey;38.12878, 34.06269
Karacadağ;Turkey;37.72894, 39.63547
Karaburun;Turkey;38.6364, 26.51094
